start	end	sentNum	speaker	confidence	wordPosSent	wordPosDoc	text
64812	65062	18	C	0.99996	6	145	talking
65116	65478	18	C	0.99995	7	146	about
65564	65766	18	C	1.0	8	147	the
65788	65986	18	C	0.99959	9	148	goal
66018	66118	18	C	1.0	10	149	of
66124	66246	18	C	1.0	11	150	my
66268	66454	18	C	0.99999	12	151	work
66492	66646	18	C	0.99999	13	152	in
66668	67094	18	C	0.99998	14	153	general
67212	67494	18	C	0.9976	15	154	is
67532	67686	18	C	1.0	16	155	to
67708	67846	18	C	0.99997	17	156	try
67868	68054	18	C	1.0	18	157	to
68092	68342	18	C	1.0	19	158	bring
68396	68802	18	C	0.99192	20	159	modern
68866	69426	18	C	0.99915	21	160	artificial
69458	70130	18	C	0.97386	22	161	intelligence
70210	70802	18	C	0.63536	23	162	closer
70866	71334	18	C	1.0	24	163	to
71452	71734	18	C	1.0	25	164	more
71772	72082	18	C	0.99862	26	165	human
72156	72442	18	C	0.72	27	166	like
72496	73302	18	C	0.99969	28	167	generalization.
73446	73754	19	C	1.0	1	168	And
73792	74234	19	C	1.0	2	169	so
74352	74586	19	C	0.99996	3	170	what
74608	74746	19	C	1.0	4	171	we
74768	74954	19	C	0.99999	5	172	mean
74992	75146	19	C	1.0	6	173	by
75168	75354	19	C	1.0	7	174	this
75392	75594	19	C	0.9997	8	175	is
75632	75930	19	C	0.99871	9	176	maybe
76000	76234	19	C	1.0	10	177	some
76272	76378	19	C	1.0	11	178	sort
76384	76554	19	C	0.53	12	179	of
76592	77014	19	C	0.99809	13	180	structured
77062	78010	19	C	0.99991	14	181	generalization
78750	79114	19	C	1.0	15	182	or
79152	79450	19	C	0.99937	16	183	maybe
79520	79706	19	C	1.0	17	184	more
79728	80038	19	C	0.99995	18	185	familiar
80054	80138	19	C	1.0	19	186	to
80144	80266	19	C	0.74	20	187	the
80288	80486	19	C	0.98369	21	188	active
80518	80818	19	C	0.99773	22	189	inference
80854	81102	19	C	0.83369	23	190	community,
81156	81326	19	C	1.0	24	191	like
81348	81486	19	C	1.0	25	192	a
81508	81882	19	C	0.99408	26	193	structured
81946	82222	19	C	0.99998	27	194	world
82276	82782	19	C	0.99988	28	195	model
82916	83166	19	C	0.99997	29	196	which
83188	83326	19	C	0.99999	30	197	we
83348	83582	19	C	0.99999	31	198	believe
83636	83806	19	C	0.99996	32	199	that
83828	84186	19	C	0.99899	33	200	humans
84218	84606	19	C	0.99607	34	201	have.
84708	84974	20	C	0.59	1	202	And
85012	85118	20	C	1.0	2	203	the
85124	85246	20	C	1.0	3	204	way
85268	85358	20	C	0.99997	4	205	that
85364	85534	20	C	0.97545	5	206	we
85572	85834	20	C	0.73242	6	207	propose
85882	85998	20	C	1.0	7	208	to
86004	86174	20	C	0.52515	8	209	do
86212	86510	20	C	0.99999	9	210	this
86580	86910	20	C	0.74927	10	211	is
86980	87214	20	C	0.99999	11	212	by
87252	87754	20	C	0.5834	12	213	integrating
87802	88234	20	C	0.99906	13	214	natural
88282	88634	20	C	0.91955	14	215	neural
88682	89402	20	C	0.99988	15	216	structure
89546	89950	20	C	1.0	16	217	into
90020	90554	20	C	0.99995	17	218	artificial
90602	91470	20	C	0.99806	18	219	intelligence.
92210	92634	21	C	1.0	1	220	So
92692	92914	21	C	1.0	2	221	first
92952	93166	21	C	0.98906	3	222	let's
93198	93710	21	C	0.73908	4	223	define
93790	93986	21	C	1.0	5	224	what
94008	94146	21	C	1.0	6	225	we
94168	94402	21	C	1.0	7	226	mean
94456	94770	21	C	1.0	8	227	by
94840	95246	21	C	0.95977	9	228	structured
95278	96130	21	C	0.59294	10	229	generalization.
96550	96866	22	C	1.0	1	230	So
96888	96978	22	C	1.0	2	231	I
96984	97106	22	C	1.0	3	232	think
97128	97278	22	C	0.9999	4	233	it's
97294	97486	22	C	0.92956	5	234	fairly
97518	98254	22	C	0.92767	6	235	uncontroversial
98302	98466	22	C	1.0	7	236	to
98488	98626	22	C	0.99999	8	237	say
98648	98978	22	C	0.99998	9	238	that
99064	99486	22	C	0.66938	10	239	modern
99518	99854	22	C	0.99518	11	240	machine
99902	100258	22	C	0.99999	12	241	learning
100344	101102	22	C	0.99961	13	242	generalizes
101166	101582	22	C	0.99366	14	243	beyond
101646	101874	22	C	0.99995	15	244	its
101912	102210	22	C	0.99997	16	245	training
102280	102606	22	C	0.69763	17	246	sets
102638	102738	22	C	0.99999	18	247	in
102744	102866	22	C	1.0	19	248	the
102888	103262	22	C	1.0	20	249	traditional
103326	103842	22	C	1.0	21	250	sense.
103976	104322	23	C	1.0	1	251	So
104376	104558	23	C	1.0	2	252	for
104584	104918	23	C	1.0	3	253	example,
105004	105254	23	C	0.99997	4	254	even
105292	105446	23	C	1.0	5	255	the
105468	105794	23	C	0.68906	6	256	earliest
105842	106306	23	C	0.51833	7	257	artificial
106338	106706	23	C	0.99997	8	258	neural
106738	107330	23	C	0.99983	9	259	networks,
107410	108018	23	C	0.85838	10	260	multilayer
108034	108706	23	C	0.99946	11	261	perceptrons,
108738	108886	23	C	0.99764	12	262	could
108908	109046	23	C	0.99997	13	263	be
109068	109346	23	C	0.99997	14	264	trained
109378	109526	23	C	1.0	15	265	on
109548	109782	23	C	0.99998	16	266	data
109836	110146	23	C	0.99126	17	267	sets
110178	110566	23	C	1.0	18	268	of
110668	111234	23	C	0.99999	19	269	images
111282	111494	23	C	1.0	20	270	like
111532	112070	23	C	0.99999	21	271	this
112220	112534	23	C	0.98	22	272	and
112572	112946	23	C	0.99971	23	273	achieve
112978	113174	23	C	0.99993	24	274	high
113212	114146	23	C	0.84485	25	275	accuracy.
114338	114694	24	C	0.79176	1	276	Then,
114732	114934	24	C	0.69835	2	277	when
114972	115186	24	C	0.99993	3	278	they're
115218	115634	24	C	0.9968	4	279	presented
115682	115846	24	C	1.0	5	280	with
115868	116006	24	C	1.0	6	281	a
116028	116306	24	C	0.99577	7	282	held
116338	116486	24	C	0.99971	8	283	out
116508	116694	24	C	0.99995	9	284	test
116732	116886	24	C	0.99956	10	285	set
116908	117046	24	C	1.0	11	286	of
117068	117346	24	C	1.0	12	287	images
117378	117478	24	C	0.99578	13	288	that
117484	117746	24	C	0.95231	14	289	they've
117778	117926	24	C	0.99999	15	290	never
117948	118182	24	C	1.0	16	291	seen
118236	118610	24	C	1.0	17	292	before,
118700	118906	24	C	0.99984	18	293	they
118928	119066	24	C	0.99996	19	294	can
119088	119274	24	C	0.99999	20	295	still
119312	119782	24	C	0.99922	21	296	classify
119846	120170	24	C	0.99998	22	297	them
120240	120774	24	C	0.80108	23	298	relatively
120822	121174	24	C	0.99998	24	299	easily
121222	121386	24	C	1.0	25	300	with
121408	121594	24	C	0.89	26	301	the
121632	121834	24	C	1.0	27	302	same
121872	122074	24	C	1.0	28	303	level
122112	122266	24	C	1.0	29	304	of
122288	122950	24	C	0.95188	30	305	accuracy.
123030	123226	25	C	1.0	1	306	And
123248	123386	25	C	0.99999	2	307	this
123408	123594	25	C	0.99996	3	308	is
123632	123786	25	C	0.99998	4	309	what
123808	123994	25	C	0.91598	5	310	we
124032	124294	25	C	0.99974	6	311	typically
124342	124554	25	C	0.99992	7	312	call
124592	125526	25	C	0.57056	8	313	generalization.
125718	126362	26	C	1.0	1	314	However,
126496	126794	26	C	0.99992	2	315	even
126832	127206	26	C	0.96196	3	316	fairly
127238	127434	26	C	1.0	4	317	early
127472	127674	26	C	0.99973	5	318	on
127712	127818	26	C	0.99999	6	319	it
127824	127946	26	C	0.99995	7	320	was
127968	128246	26	C	0.92882	8	321	noticed
128278	128426	26	C	0.99997	9	322	that
128448	128646	26	C	0.9945	10	323	these
128688	129242	26	C	0.81651	11	324	systems
129306	129582	26	C	0.99999	12	325	really
129636	130074	26	C	0.51246	13	326	struggle
130122	130382	26	C	1.0	14	327	with
130436	130702	26	C	1.0	15	328	small
130756	131098	26	C	0.99879	16	329	shifts
131114	131246	26	C	1.0	17	330	or
131268	131930	26	C	0.99993	18	331	deformations
132010	132298	26	C	0.9996	19	332	applied
132314	132446	26	C	1.0	20	333	to
132468	132558	26	C	1.0	21	334	the
132564	133194	26	C	0.9825	22	335	images.
133322	133566	27	C	0.9999	1	336	For
133588	133870	27	C	0.99997	2	337	example,
133940	134560	27	C	0.57436	3	338	if
139170	139966	27	C	0.92	4	339	so,
140148	140494	27	C	0.27	5	340	you
140532	140734	27	C	0.9998	6	341	think,
140772	140926	27	C	0.99997	7	342	why
140948	141086	27	C	0.99512	8	343	is
141108	141294	27	C	0.99987	9	344	this
141332	142346	27	C	0.98856	10	345	surprising?
142538	142846	28	C	1.0	1	346	And
142868	143018	28	C	1.0	2	347	I
143044	143326	28	C	0.90646	3	348	argue
143358	143566	28	C	0.99147	4	349	it's
143598	143746	28	C	0.99999	5	350	really
143768	143918	28	C	0.99999	6	351	due
143934	144066	28	C	1.0	7	352	to
144088	144274	28	C	1.0	8	353	our
144312	144638	28	C	0.96238	9	354	innate
144654	145022	28	C	0.99968	10	355	ability
145086	145314	28	C	1.0	11	356	to
145352	145650	28	C	0.99999	12	357	perform
145720	145954	28	C	0.85798	13	358	this
145992	146194	28	C	1.0	14	359	type
146232	146674	28	C	1.0	15	360	of
146792	147294	28	C	0.85115	16	361	structured
147342	147950	28	C	0.99748	17	362	generalization
148030	148274	28	C	0.69756	18	363	that
148312	148514	28	C	0.99995	19	364	this
148552	148994	28	C	0.99996	20	365	example
149112	149394	28	C	1.0	21	366	is
149432	149538	28	C	1.0	22	367	a
149544	149934	28	C	0.99942	23	368	failure
149982	150338	28	C	0.99	24	369	of.
150424	151154	29	C	1.0	1	370	So
151352	151666	29	C	0.99999	2	371	for
151688	152018	29	C	0.99742	3	372	example,
152104	152354	29	C	0.99983	4	373	this
152392	152606	29	C	0.99996	5	374	shift
152638	152786	29	C	0.99999	6	375	is
152808	153086	29	C	0.99991	7	376	nearly
153118	153774	29	C	0.99963	8	377	imperceptible
153822	153986	29	C	1.0	9	378	to
154008	154338	29	C	1.0	10	379	us
154424	154626	29	C	1.0	11	380	and
154648	154786	29	C	1.0	12	381	we
154808	155086	29	C	0.99998	13	382	handle
155118	155230	29	C	0.99999	14	383	it
155240	155970	29	C	0.98148	15	384	automatically,
156050	156434	29	C	0.97822	16	385	whereas
156482	156598	29	C	0.99766	17	386	in
156604	156726	29	C	0.96606	18	387	these
156748	157106	29	C	0.99791	19	388	systems
157138	157474	29	C	0.981	20	389	it's
157522	157734	29	C	1.0	21	390	very
157772	158194	29	C	0.99995	22	391	clearly
158242	158406	29	C	1.0	23	392	a
158428	158662	29	C	0.99996	24	393	major
158716	159126	29	C	0.99996	25	394	problem.
159228	159446	30	C	1.0	1	395	So
159468	159606	30	C	0.99995	2	396	in
159628	159862	30	C	0.99994	3	397	words,
159916	160038	30	C	0.99999	4	398	we
160044	160166	30	C	0.99997	5	399	can
160188	160326	30	C	1.0	6	400	say
160348	160630	30	C	0.99999	7	401	that
160700	161106	30	C	0.98996	8	402	structure
161138	161858	30	C	0.70905	9	403	generalization
161954	162262	30	C	0.99999	10	404	is
162316	162486	30	C	1.0	11	405	a
162508	163090	30	C	0.99992	12	406	generalization
163170	163606	30	C	0.6	13	407	to
163708	164070	30	C	0.51568	14	408	some
164140	164674	30	C	0.99946	15	409	symmetry
164722	165314	30	C	0.95555	16	410	transformations
165362	165478	30	C	1.0	17	411	of
165484	165654	30	C	0.58	18	412	the
165692	166210	30	C	0.99996	19	413	input,
166290	166534	30	C	0.65	20	414	or
166572	166726	30	C	1.0	21	415	in
166748	166886	30	C	1.0	22	416	this
166908	167094	30	C	1.0	23	417	case,
167132	167286	30	C	1.0	24	418	the
167308	167714	30	C	0.75528	25	419	symmetry
167762	168322	30	C	0.98412	26	420	transformation
168386	168614	30	C	0.99999	27	421	is
168652	168770	30	C	1.0	28	422	a
168780	169002	30	C	1.0	29	423	small
169056	169366	30	C	0.99997	30	424	shift
169398	169546	30	C	1.0	31	425	that
169568	169718	30	C	0.99996	32	426	leaves
169734	169866	30	C	0.64	33	427	the
169888	170246	30	C	0.99996	34	428	digit
170278	170570	30	C	0.99998	35	429	class
170640	171610	30	C	0.60873	36	430	unchanged.
171950	172362	31	C	1.0	1	431	So
172416	172586	31	C	1.0	2	432	the
172608	172890	31	C	1.0	3	433	obvious
172960	173242	31	C	1.0	4	434	question
173296	173514	31	C	0.99993	5	435	then
173552	173994	31	C	0.99379	6	436	is
174112	174394	31	C	1.0	7	437	what
174432	174854	31	C	0.60943	8	438	precisely
174902	175066	31	C	0.99998	9	439	do
175088	175226	31	C	0.99997	10	440	we
175248	175434	31	C	1.0	11	441	mean
175472	175674	31	C	1.0	12	442	by
175712	175914	31	C	0.77383	13	443	this
175952	176374	31	C	0.98888	14	444	natural
176422	177142	31	C	0.31725	15	445	structure
177286	177642	31	C	1.0	16	446	and
177696	177866	31	C	0.99999	17	447	why
177888	178026	31	C	0.99997	18	448	do
178048	178138	31	C	0.99998	19	449	we
178144	178266	31	C	1.0	20	450	think
178288	178474	31	C	0.79794	21	451	that.
178512	178714	32	A	0.99984	1	452	This
178752	178906	32	A	0.99884	2	453	would
178928	179066	32	A	0.99999	3	454	help
179088	179286	32	A	0.95	4	455	us
179328	179582	32	A	1.0	5	456	with
179636	179854	32	A	0.99994	6	457	these
179892	180750	32	A	0.99987	7	458	settings?
181570	181934	33	C	1.0	1	459	So
181972	182126	33	C	1.0	2	460	first,
182148	182426	33	C	0.57848	3	461	let's
182458	182654	33	C	1.0	4	462	talk
182692	182990	33	C	0.99999	5	463	about
183060	183246	33	C	0.99999	6	464	what
183268	183406	33	C	0.99999	7	465	we
183428	183566	33	C	1.0	8	466	mean
183588	183726	33	C	1.0	9	467	by
183748	184026	33	C	0.99995	10	468	natural
184058	184346	33	C	0.99955	11	469	neural
184378	185150	33	C	0.99993	12	470	structure.
185730	186094	34	C	1.0	1	471	One
186132	186286	34	C	1.0	2	472	way
186308	186446	34	C	1.0	3	473	to
186468	186654	34	C	1.0	4	474	talk
186692	187134	34	C	1.0	5	475	about
187252	188042	34	C	0.99059	6	476	structure
188186	188542	34	C	1.0	7	477	or
188596	188814	34	C	1.0	8	478	any
188852	189054	34	C	1.0	9	479	type
189092	189726	34	C	1.0	10	480	of
189908	190394	34	C	0.99775	11	481	bias
190442	190606	34	C	1.0	12	482	in
190628	190718	34	C	1.0	13	483	a
190724	190942	34	C	1.0	14	484	system
190996	191214	34	C	0.84323	15	485	is
191252	191406	34	C	0.9995	16	486	an
191428	191914	34	C	0.61523	17	487	inductive
191962	192458	34	C	0.99861	18	488	bias.
192554	192766	35	C	1.0	1	489	And
192788	192974	35	C	1.0	2	490	so
193012	193130	35	C	0.99999	3	491	an
193140	193566	35	C	0.85501	4	492	inductive
193598	193934	35	C	0.99998	5	493	bias
193982	194146	35	C	1.0	6	494	can
194168	194494	35	C	0.99986	7	495	loosely
194542	194706	35	C	1.0	8	496	be
194728	195006	35	C	0.99643	9	497	defined
195038	195234	35	C	0.99999	10	498	as
195272	195426	35	C	0.99997	11	499	an
195448	196094	35	C	0.55976	12	500	apriori
196142	196606	35	C	0.98361	13	501	restriction
196638	196834	35	C	0.78	14	502	of
196872	196978	35	C	1.0	15	503	a
196984	197106	35	C	0.99999	16	504	set
197128	197266	35	C	1.0	17	505	of
197288	197854	35	C	0.99928	18	506	realizable
197902	198574	35	C	0.67036	19	507	hypotheses.
198622	198786	36	C	0.83888	1	508	When
198808	198958	36	C	0.99994	2	509	you're
198974	199154	36	C	1.0	3	510	doing
199192	199442	36	C	0.99998	4	511	model
199496	200290	36	C	0.9958	5	512	selection.
200870	201234	37	C	1.0	1	513	More
201272	201774	37	C	0.52025	2	514	colloquially,
201822	201986	37	C	0.99994	3	515	we
202008	202146	37	C	0.99997	4	516	can
202168	202354	37	C	1.0	5	517	call
202392	202786	37	C	0.99994	6	518	this
202888	203202	37	C	0.9968	7	519	something
203256	203426	37	C	1.0	8	520	like
203448	203790	37	C	0.99764	9	521	before
203880	204134	37	C	0.99864	10	522	seeing
204172	204374	37	C	0.99999	11	523	any
204412	204710	37	C	1.0	12	524	data,
204780	205026	37	C	0.97516	13	525	it's
205058	205158	37	C	1.0	14	526	a
205164	205714	37	C	0.57896	15	527	restriction
205762	206118	37	C	1.0	16	528	of
206204	206454	37	C	1.0	17	529	what
206492	206694	37	C	0.91	18	530	and
206732	206934	37	C	1.0	19	531	how
206972	207126	37	C	1.0	20	532	you
207148	207286	37	C	1.0	21	533	can
207308	207734	37	C	0.99999	22	534	learn.
207852	208134	38	C	1.0	1	535	So
208172	208422	38	C	0.99999	2	536	very
208476	208962	38	C	0.97188	3	537	broadly,
209026	209254	38	C	1.0	4	538	this
209292	209446	38	C	0.99984	5	539	can
209468	209794	38	C	0.99999	6	540	include
209842	210150	38	C	0.99998	7	541	anything
210220	210790	38	C	0.98692	8	542	from
210940	211350	38	C	0.99994	9	543	model
211420	211894	38	C	0.99835	10	544	class
212012	212390	38	C	0.68	11	545	to
212460	213090	38	C	0.99982	12	546	optimization
213170	213762	38	C	0.90961	13	547	procedures
213826	214006	38	C	1.0	14	548	or
214028	214214	38	C	0.99999	15	549	even
214252	215430	38	C	0.99371	16	550	hyperparameters.
215930	216306	39	C	1.0	1	551	And
216348	216506	39	C	0.99932	2	552	in
216528	216666	39	C	0.99999	3	553	some
216688	216874	39	C	0.99991	4	554	sense
216912	217066	39	C	0.99986	5	555	they
217088	217226	39	C	0.99988	6	556	really
217248	218090	39	C	0.99402	7	557	define
220270	220586	39	C	0.99933	8	558	what
220608	220794	39	C	0.99977	9	559	is
220832	221130	39	C	0.99998	10	560	possible
221200	221386	39	C	1.0	11	561	to
221408	221738	39	C	0.99992	12	562	learn.
221824	222266	40	C	0.99	1	563	And
222368	222586	40	C	0.99776	2	564	it
222608	222966	40	C	0.99986	3	565	defines
222998	223590	40	C	0.99964	4	566	generalization
223670	223866	40	C	0.74657	5	567	in
223888	224460	40	C	0.99773	6	568	that
224830	225194	40	C	1.0	7	569	you
225232	225530	40	C	0.99994	8	570	actually
225600	225990	40	C	0.98171	9	571	can't
226070	226614	40	C	0.99925	10	572	generalize
226662	226886	40	C	0.99988	11	573	beyond
226918	227018	40	C	1.0	12	574	a
227024	227242	40	C	0.99988	13	575	training
227296	227514	40	C	0.99979	14	576	set
227552	227754	40	C	0.99997	15	577	without
227792	228042	40	C	0.99998	16	578	having
228096	228314	40	C	0.99928	17	579	some
228352	228678	40	C	0.9944	18	580	inductive
228694	229158	40	C	0.96584	19	581	biases.
229254	229418	41	C	0.97	1	582	And
229424	229546	41	C	0.99827	2	583	this
229568	229706	41	C	0.98814	3	584	is
229728	230038	41	C	0.99972	4	585	explained
230054	230234	41	C	0.76	5	586	more
230272	230694	41	C	0.99986	6	587	thoroughly
230742	230906	41	C	0.9952	7	588	in.
230928	231114	42	A	0.99763	1	589	This
231152	231450	42	A	0.99998	2	590	paper
231520	231946	42	A	0.99997	3	591	by
232048	232486	42	A	0.99835	4	592	David
232518	233314	42	A	0.44861	5	593	Wolford.
233462	234158	43	C	0.94	1	594	So
234324	234606	43	C	0.99964	2	595	what
234628	234766	43	C	0.99999	3	596	we
234788	234926	43	C	0.99997	4	597	mean
234948	235086	43	C	0.99999	5	598	by
235108	235434	43	C	0.59379	6	599	natural
235482	235866	43	C	0.99829	7	600	inductive
235898	236330	43	C	0.993	8	601	biases
236410	236894	43	C	0.9986	9	602	then
237012	237534	43	C	0.99949	10	603	is
237652	238122	43	C	0.9952	11	604	biases
238186	238414	43	C	0.55971	12	605	that
238452	238746	43	C	0.99981	13	606	stem
238778	238926	43	C	0.99999	14	607	from
238948	239086	43	C	0.97	15	608	the
239108	239594	43	C	0.9417	16	609	restrictions
239642	239806	43	C	0.99	17	610	and
239828	240410	43	C	0.99506	18	611	limitations
240490	240638	43	C	0.99995	19	612	that
240644	240814	43	C	0.85878	20	613	are
240852	241194	43	C	0.98492	21	614	faced
241242	241550	43	C	0.99998	22	615	by
241620	242074	43	C	0.99961	23	616	natural
242122	243050	43	C	0.99963	24	617	systems,
243210	243486	43	C	0.99989	25	618	by
243508	243598	43	C	1.0	26	619	the
243604	243798	43	C	0.52062	27	620	nature
243834	243986	43	C	1.0	28	621	of
244008	244194	43	C	0.99999	29	622	having
244232	244338	43	C	1.0	30	623	to
244344	244514	43	C	1.0	31	624	live
244552	244658	43	C	1.0	32	625	in
244664	244786	43	C	0.95	33	626	the
244808	245042	43	C	1.0	34	627	real
245096	245506	43	C	0.99999	35	628	world.
245608	245826	44	C	1.0	1	629	For
245848	246322	44	C	0.99992	2	630	example,
246456	246706	44	C	1.0	3	631	the
246728	247006	44	C	0.99999	4	632	brain
247038	247186	44	C	0.99999	5	633	has
247208	247394	44	C	0.99998	6	634	many
247432	247934	44	C	0.99004	7	635	efficiency
247982	248446	44	C	0.98421	8	636	constraints
248478	248674	44	C	0.84	9	637	and
248712	249054	44	C	0.99986	10	638	physical
249102	249646	44	C	0.99994	11	639	constraints
249678	249874	44	C	0.91244	12	640	by
249912	250126	44	C	0.99994	13	641	nature
250158	250258	44	C	1.0	14	642	of
250264	250434	44	C	0.94796	15	643	its
250472	251410	44	C	0.99983	16	644	construction.
252070	252434	45	C	1.0	1	645	And
252472	252798	45	C	0.99998	2	646	following
252814	252994	45	C	0.8885	3	647	this
253032	253326	45	C	0.99999	4	648	logic,
253358	253554	45	C	0.99957	5	649	then
253592	253746	45	C	0.99998	6	650	these
253768	254158	45	C	0.99993	7	651	constraints
254174	254318	45	C	0.99999	8	652	are
